study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJEB35665	ERP118751	SAMEA6359376	ERS4125626	ERX3715214	ERR3711767	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	18604	10248059	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-55	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-55	1332839;1898695	4fe2abab4816306de8d5f2e3a806380d;f28d80e7fd4024b24902f8b5b4a2c943	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/007/ERR3711767/ERR3711767_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/007/ERR3711767/ERR3711767_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/007/ERR3711767/ERR3711767_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/007/ERR3711767/ERR3711767_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/007/ERR3711767/ERR3711767_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/007/ERR3711767/ERR3711767_2.fastq.gz	1273704;1839934	ed49cf264ca25538f62d6aa3fd922a74;ab2dfc2906cd7ff933bd3fd295f143a9	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711767/C7F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711767/C7F-ITS_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711767/C7F-ITS_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711767/C7F-ITS_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711767/C7F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711767/C7F-ITS_trimmed_R2.fastq.gz	FASTQ;FASTQ									C7F-ITS		C7F-ITS	0	2019-12-04
PRJEB35665	ERP118751	SAMEA6359377	ERS4125627	ERX3715215	ERR3711768	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	141806	68075196	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-56	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-56	6898300;10264334	2c5a228d8e513ebcef9bf33c3778f44e;3bbc928a33e8de13ae966cd855768f31	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/008/ERR3711768/ERR3711768_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/008/ERR3711768/ERR3711768_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/008/ERR3711768/ERR3711768_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/008/ERR3711768/ERR3711768_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/008/ERR3711768/ERR3711768_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/008/ERR3711768/ERR3711768_2.fastq.gz	6473973;9814070	5533535a19579307f323c1a9b16497bf;c8edb4a49f9ec4ee8a71e96174a968fd	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711768/C8F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711768/C8F-ITS_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711768/C8F-ITS_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711768/C8F-ITS_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711768/C8F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711768/C8F-ITS_trimmed_R2.fastq.gz	FASTQ;FASTQ									C8F-ITS		C8F-ITS	0	2019-12-04
PRJEB35665	ERP118751	SAMEA6359378	ERS4125628	ERX3715216	ERR3711769	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	19484	10613022	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-57	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-57	1495718;1975508	fe9250934e415a6483a24898a87b7197;84478d3d00b6250c1677c037cdd18bec	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/009/ERR3711769/ERR3711769_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/009/ERR3711769/ERR3711769_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/009/ERR3711769/ERR3711769_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/009/ERR3711769/ERR3711769_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/009/ERR3711769/ERR3711769_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/009/ERR3711769/ERR3711769_2.fastq.gz	1434623;1913743	e02226b489ad901dab505c2842bea84c;ac487e9b5690c3b90fc228f5ab176856	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711769/C9F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711769/C9F-ITS_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711769/C9F-ITS_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711769/C9F-ITS_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711769/C9F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711769/C9F-ITS_trimmed_R2.fastq.gz	FASTQ;FASTQ									C9F-ITS		C9F-ITS	0	2019-12-04
PRJEB35665	ERP118751	SAMEA6359379	ERS4125629	ERX3715217	ERR3711770	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	84126	43227399	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-58	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-58	8240904;10186941	15aa711df03872c45910725f0d4adcd2;283ff9dfc3c538d4ff56d13bfa895b1e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/000/ERR3711770/ERR3711770_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/000/ERR3711770/ERR3711770_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/000/ERR3711770/ERR3711770_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/000/ERR3711770/ERR3711770_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/000/ERR3711770/ERR3711770_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/000/ERR3711770/ERR3711770_2.fastq.gz	7965507;9912980	264e1ed049412fbaf5cb262301c43dbf;74abd946298a1bc9ee2e64eb6b6a9981	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711770/M10F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711770/M10F-ITS_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711770/M10F-ITS_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711770/M10F-ITS_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711770/M10F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711770/M10F-ITS_trimmed_R2.fastq.gz	FASTQ;FASTQ									M10F-ITS		M10F-ITS	0	2019-12-04
PRJEB35665	ERP118751	SAMEA6359380	ERS4125630	ERX3715218	ERR3711771	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	74697	37775505	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-59	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-59	4826757;6783913	72113b9163c0f32ab3ac85088d770de7;dbfd35acfebac5793f9fec1131e75ace	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/001/ERR3711771/ERR3711771_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/001/ERR3711771/ERR3711771_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/001/ERR3711771/ERR3711771_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/001/ERR3711771/ERR3711771_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/001/ERR3711771/ERR3711771_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/001/ERR3711771/ERR3711771_2.fastq.gz	4592331;6546452	42605085a69193796a38b44c6709a7da;1f0615a68e99f5f0629441e21d68222c	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711771/M11F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711771/M11F-ITS_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711771/M11F-ITS_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711771/M11F-ITS_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711771/M11F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711771/M11F-ITS_trimmed_R2.fastq.gz	FASTQ;FASTQ									M11F-ITS		M11F-ITS	0	2019-12-04
PRJEB35665	ERP118751	SAMEA6359381	ERS4125631	ERX3715219	ERR3711772	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	44785	23381980	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:391-60	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:391-60	3173404;4094192	fe424b41df5625fb0e8295fcfa441199;df4c66c86f9b0ecd0b95ee26ff83fc33	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/002/ERR3711772/ERR3711772_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/002/ERR3711772/ERR3711772_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/002/ERR3711772/ERR3711772_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/002/ERR3711772/ERR3711772_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/002/ERR3711772/ERR3711772_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/002/ERR3711772/ERR3711772_2.fastq.gz	3034402;3951856	5a08a6908411044a7b0fde9fb95bcf20;4375237bf4d35b86b0d58f9a90244ff1	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711772/M12F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711772/M12F-ITS_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711772/M12F-ITS_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711772/M12F-ITS_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711772/M12F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711772/M12F-ITS_trimmed_R2.fastq.gz	FASTQ;FASTQ									M12F-ITS		M12F-ITS	0	2019-12-04
PRJEB35665	ERP118751	SAMEA6359382	ERS4125632	ERX3715220	ERR3711773	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	1259	638228	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:391-61	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:391-61	80541;108233	b02b2d23f800b68c2a739ab4b49fe541;cb0a08023e59b97c5b1e1eecb47eea2c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/003/ERR3711773/ERR3711773_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/003/ERR3711773/ERR3711773_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/003/ERR3711773/ERR3711773_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/003/ERR3711773/ERR3711773_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/003/ERR3711773/ERR3711773_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/003/ERR3711773/ERR3711773_2.fastq.gz	76441;104453	3cd1e301512724038e9373b10b1cf3db;98aaa4adf5b0bd6f8f28f19fe76ea6e5	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711773/M13F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711773/M13F-ITS_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711773/M13F-ITS_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711773/M13F-ITS_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711773/M13F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711773/M13F-ITS_trimmed_R2.fastq.gz	FASTQ;FASTQ									M13F-ITS		M13F-ITS	0	2019-12-04
PRJEB35665	ERP118751	SAMEA6359383	ERS4125633	ERX3715221	ERR3711774	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	52728	25856947	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:391-62	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:391-62	3062427;4139065	022278157d1cd2c73ee91932d56157aa;f9323633218f59824b239e1b4694e961	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/004/ERR3711774/ERR3711774_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/004/ERR3711774/ERR3711774_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/004/ERR3711774/ERR3711774_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/004/ERR3711774/ERR3711774_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/004/ERR3711774/ERR3711774_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/004/ERR3711774/ERR3711774_2.fastq.gz	2896102;3969241	aefe361e8649de5232c2de82f4f7e119;9c5b29acd12622a22c3ab23796a45feb	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711774/M14F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711774/M14F-ITS_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711774/M14F-ITS_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711774/M14F-ITS_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711774/M14F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711774/M14F-ITS_trimmed_R2.fastq.gz	FASTQ;FASTQ									M14F-ITS		M14F-ITS	0	2019-12-04
PRJEB35665	ERP118751	SAMEA6359384	ERS4125634	ERX3715222	ERR3711775	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	53443	28702964	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:391-63	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:391-63	3807972;5355034	371776964c750aff947ccad516e54259;5608721bab3048c5e6bdb54cacd8f16c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/005/ERR3711775/ERR3711775_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/005/ERR3711775/ERR3711775_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/005/ERR3711775/ERR3711775_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/005/ERR3711775/ERR3711775_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/005/ERR3711775/ERR3711775_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/005/ERR3711775/ERR3711775_2.fastq.gz	3637621;5183384	6eb9493f9efdec00034667a98c5847ed;bb6f0d4022eb7a399ccd9ef795427c19	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711775/M15F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711775/M15F-ITS_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711775/M15F-ITS_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711775/M15F-ITS_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711775/M15F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711775/M15F-ITS_trimmed_R2.fastq.gz	FASTQ;FASTQ									M15F-ITS		M15F-ITS	0	2019-12-04
PRJEB35665	ERP118751	SAMEA6359385	ERS4125635	ERX3715223	ERR3711776	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	22466	11885477	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:391-64	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:391-64	1946738;2529324	18104b9ace70ed4fd60f42645f291fdb;06862f092598410c132778f378a828f9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/006/ERR3711776/ERR3711776_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/006/ERR3711776/ERR3711776_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/006/ERR3711776/ERR3711776_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/006/ERR3711776/ERR3711776_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/006/ERR3711776/ERR3711776_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/006/ERR3711776/ERR3711776_2.fastq.gz	1874315;2456988	bf4734a64fd6484c8fa45523838cd937;6d0a38ebca94d4e47c21cca85978a21c	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711776/M16F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711776/M16F-ITS_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711776/M16F-ITS_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711776/M16F-ITS_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711776/M16F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711776/M16F-ITS_trimmed_R2.fastq.gz	FASTQ;FASTQ									M16F-ITS		M16F-ITS	0	2019-12-04
PRJEB35665	ERP118751	SAMEA6359386	ERS4125636	ERX3715224	ERR3711777	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	35391	17743946	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:391-65	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:391-65	2194889;3153739	5b1bfd9023ca16c074588f62e1f165f6;d2e39f6b0cff907ad4b71477d47721fb	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/007/ERR3711777/ERR3711777_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/007/ERR3711777/ERR3711777_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/007/ERR3711777/ERR3711777_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/007/ERR3711777/ERR3711777_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/007/ERR3711777/ERR3711777_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/007/ERR3711777/ERR3711777_2.fastq.gz	2087621;3041810	b1da5b1cd216b92d2526801be4efc02a;771837bc246c424d64b4ed5757ee49e5	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711777/M17F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711777/M17F-ITS_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711777/M17F-ITS_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711777/M17F-ITS_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711777/M17F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711777/M17F-ITS_trimmed_R2.fastq.gz	FASTQ;FASTQ									M17F-ITS		M17F-ITS	0	2019-12-04
